RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,RecipeIngredientQuantities,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
11478,Southwest Grilled Salmon With Cilantro Lime Butter,18450,Joel6538,12,135,147,6th Sep 2014,Make and share this Southwest Grilled Salmon With Cilantro Lime Butter recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/47/8/pic5xtd32.jpg']",Southwestern U.S.,"['2', '1', '1/4 - 1/2', '1', '2', '1', '1/2', 'NA', 'NA']","['salmon fillets', 'olive oil', 'butter', 'fresh cilantro', 'limes', 'chili powder', 'cumin', 'salt', 'pepper']",435,25.1,9.6,135.1,287.5,4.3,1.4,0.7,47.3,4,NA,"['For Salmon: Whisk together olive oil, cumin, chili powder and several chopped cilantro leaves, salt and pepper to taste.', 'Coat flesh side of fish heavily with oil mixture and allow to marinate in refrigerator for 2 hours.', 'Grill well marinated fish on high- skin side down- until just after fat begins to seep from salmon flesh.', 'Fish should be cooked through, but still very moist.', 'Before serving mix melted butter with juice from both limes and crushed and chopped cilantro leaves.', 'Pour over salmon and serve immediately.', 'This dish goes well with oven roasted asparagus or a tossed salad.']"
11483,Turkish Shepherd's Salad,8631,Nye McClelland,0,15,15,6th Sep 2014,Make and share this Turkish Shepherd's Salad recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/3/picKhpHON.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/3/picidrpga.jpg']",Vegetable,"['8', '1', '4 -5', '4', '1', '1', '1', '1/2', '1/4', 'NA', '1/3']","['roma tomatoes', 'red onions', 'salt', 'garlic', 'lemons', 'dill', 'oregano', 'sumaq', 'cumin', 'extra virgin olive oil', 'salt', 'cilantro', 'parsley']",265.8,14.5,2,0,21.8,39.3,8.3,5.1,6.5,NA,NA,"['Prepare all the ingredients', 'Mix well.', 'Refrigerate for an hour and serve.']"
11484,Marinated Mushrooms,4470,Bergy,1440,15,1455,6th Sep 2012,Great side dish for any Italian meal or any other meal. Add these to a green salad to make a subtle difference. Serve at room temp.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/4/piczbkuwd.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/4/pick4a94n.jpg']",Lunch/Snacks,"['8', '4', '1/4', '2', '1/4', 'NA']","['mushrooms', 'fresh lemon juice', 'lite olive oil', 'fresh parsley', 'tarragon']",91,9.1,1.3,0,2.9,2.2,0.5,0.9,1.3,6,NA,"['Combine all the ingredients.', 'mix well.', 'add mushrooms, mix well.', 'Cover and refrigerate 24 hours.']"
11485,Swiss Tomatoes,10404,Diana Adams,27,20,47,6th Sep 2013,Make and share this Swiss Tomatoes recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/5/picQsq4qH.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/5/pic6nONxr.jpg']",Cheese,"['8', '1/2', '1/4', '1/2', '1', '1/2', '1/4', '1/2', '2 1/2', '1/4', '2', '1']","['tomatoes', 'butter', 'onion', 'flour', 'salt', 'white pepper', 'paprika', 'dried mustard', 'milk', 'Worcestershire sauce', 'swiss cheese']",357.2,25.9,15.8,134.4,594.3,21.1,2.4,4.9,11.8,NA,NA,"['Preheat oven to 425°F.', 'Butter a baking dish with 2 inch sides.', 'Cut the tomatoes in half and squeeze out the seeds.', 'Lightly salt them Melt the butter in a medium saucepan.', 'Add onion and saute for 2 minutes.', 'Add flour, salt pepper, paprika and mustard-whisk well and bring to a bubbling simmer.', 'Add milk and Worcestershire sauce and whisk again.', 'Turn up the heat to medium and slowly whisk in the egg yolks.', 'Add the cheese and stir until melted.', 'Place tomatoes, cut side up in the casserole dish and pour sauce over top.', 'Bake about 25 minutes until browned.']"
11488,Peach Jam,10404,Diana Adams,45,15,60,7th Sep 2015,Make and share this Peach Jam recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/8/g6rSmHfYTaaXXNOThQpb_0S9A0769.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/8/xbte6LAST4GOjOy3AJF2_Peach-y.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/8/AEH6s7CBTye0GlFzzBFB_0S9A0776.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/8/JgT32z9tSr2bg5QrRJyU_0S9A0788.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/8/D2ys9zjrTNKkRrpWsLQb_0S9A0686.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/11488/j0ACDI4RoCaaf1DbTRcF_IMG_20190701_180631.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/8/pic9BOkYH.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/8/picWguPMq.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/8/pict7NTl6.jpg']",Fruit,"['5', '3', '5']","['lemon juice', 'sugar']",594.7,0.7,0.1,0,1.3,152.2,4.3,148.6,2.6,NA,8 half pints,"['Wash, peel, pit and chop peaches-you want 10 cups.', 'Place all ingredients in a large glass bowl and let stand for 1 hour.', 'Transfer to a large stainless or enamel pot.', 'Bring to a full boil.', 'Boil for 25 minutes to reach the jell point-stir often and then constantly as the mixture nears the jell point.', 'Remove and skim off foam.', 'Ladle into clean hot jars leaving 1/4 inch head space.', 'Process in a boiling water bath for 10 minutes.']"
11489,Stir fried Garlic Beef with Broccoli,4470,Bergy,26,10,36,7th Sep 2016,Make and share this Stir fried Garlic Beef with Broccoli recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/9/9LQsGSoSSueSzTPKMkf0_beefbroc1.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/9/JAGnGSJSSbSSeOIDucA8_Beef%20n%20Broccoli.JPG', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/9/Ujo3pMJHSB6LkHAQnkt9_beefbroc2.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/9/ugBcOMbRR8mQfajBDnlC_beefbroc3.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/48/9/picIh5U1K.jpg']",Lunch/Snacks,"['1', '4', '2', '1 1/2', '1/4', '3/4', '1/4', '4', '1 1/2', '2', 'NA']","['garlic', 'medium sherry', 'cornstarch', 'lite olive oil', 'broccoli', 'green onions', 'small mushrooms', 'soy sauce']",275.9,18.3,4.8,55.5,413.6,9.7,2.7,2.4,19.3,6,NA,"['Slice the steak very thinly, the easiest way to do this is to have it half frozen when you slice it.', 'Put sliced steak in a bowl with the sherry, soy sauce and the cornstarch, and a little salt, let it rest for 20 minutes.', 'Put 2 tbsp oil in a skillet.', 'Add garlic, stir fry for 1-2 minutes.', 'add mushrooms stir fry 2 minutes.', 'Remove and keep warm.', 'put 2 tbsp of oil in the skillet and stir fry the beef until nicely browned, remove and keep warm.', 'Add 1 tbsp oil and stir fry the green onions for 1 min, remove and keep warm.', 'Pour in the chicken stock, heat to bubbling add Broccoli cover and steam for 3- 4 minutes.', 'remove lid and put all the ingredient together.', 'Heat through but do not over cook.', 'Serve over rice or noodles.']"
11492,Apple Butter,13067,Brenda Hall,1060,60,1120,7th Sep 2013,This is a very easy recipe to make and has always turned out really good for me. The apples cook up to look like applesauce and usually turn sort of dark and tastes great.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/49/2/fysiMX6BSbw0fxmpFeeC_coring apples for apple butter.JPG', 'https://img.sndimg.com/food/image/upload/v1/img/feed/11492/Ov1iuz1fTUmqZoQpxGth_coring apples for apple butter.JPG', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/49/2/picVWzfuZ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/49/2/picGc4w9b.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/49/2/picIWVJHL.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/49/2/pic4Av29h.jpg']",Breakfast,"['NA', '1/2', '3', '1', '3', '1/4']","['apple', 'vinegar', 'white sugar', 'brown sugar', 'ground cinnamon', 'ground cloves']",533.4,0,0,0,12,137.1,0.7,135.4,0.1,NA,6 1/2 pint bottles,"['Peel, core and slice enough apples to fill a 4-quart slow cooker or crock pot so full that the lid will not go down over it.', 'Add vinegar; cook for 18 hours.', 'If crock pot is fast cooking, cook on high for 10 hours, stirring occasionally.', 'Add white sugar, brown sugar, cinnamon and cloves.', 'Put into blender to blend it like apple butter. Mix all together and cook 4 more hours.', 'Seal in jars.']"
11495,Corn and Rice,18369,monsterrideop,20,5,25,7th Sep 2011,"I came up with this recipy while looking for a quick meal. It works well for lunch, a stand alone dinner, or as a dinner side dish.","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/49/5/picwYgPF6.jpg']",Lunch/Snacks,"['1', '1', '2', '1', '1', '1', 'NA']","['rice', 'whole kernel corn', 'sweet creamy butter', 'margarine', 'salt', 'pepper', 'paprika', 'red cayenne pepper']",505.7,20.1,10.3,41.2,3913.2,85,10.2,10.9,12.3,NA,NA,"['Pepare either the Rice a Roni or the rice (your choice on type) as directed by the instructions on the box or bag.', 'Once the rice, or Rice a Roni, is fully cooked drain the corn and add it to the rice.', 'Add the butter next.', 'Then add the salt, pepper, and paprika.', 'Add red pepper to taste, the more pepper the spicier the dish will be.', 'Stir it all together and then let sit for 5 more minutes on low heat.', 'Serve at once or place in fridge for a later meal.', 'It will keep for about 4 days in the fridge.']"
11500,Cheesy Zucchini Quiche,4470,Bergy,35,15,50,7th Sep 2017,Make and share this Cheesy Zucchini Quiche recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/50/0/picSUcW0f.jpg']",Lunch/Snacks,"['1', '1', '2', '1/4', '1/4', '2/3', '1/2', '1', '1/4', 'NA']","['zucchini', 'olive oil', 'margarine', 'flour', 'milk', 'romano cheese', 'egg', 'ground nutmeg']",390.3,25.4,6.8,63.3,500.3,29.5,1.9,3.1,11.4,4,NA,"['Butter a 9-inch pie plate and press the crumbs into it to make a crust.', 'Preheat the oven to 350°F degrees.', 'Sauté the zucchini in the olive oil for 3 minutes; remove and drain again on paper towels.', 'In a saucepan, melt margarine.', 'Add flour; stir well.', 'Add milk slowly stirring all the time.', 'Cook until thickened.', 'Stir in the cheese, egg and salt and pepper.', 'Gently mix in the zucchini.', 'Ladle into the bread crumb crust.', 'Bake in 350°F degree oven for 35 minutes.']"
11501,Peach Pie Filling,10404,Diana Adams,90,30,120,7th Sep 2014,Make and share this Peach Pie Filling recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/50/1/picqKNLsM.jpg']",Pie,"['12', '1', '3', '2 2/3', '2', '1 1/2', '1/2', '1/4', '2', '1']","['cinnamon', 'whole cloves', 'sugar', 'apples', 'golden raisins', 'lemon juice', 'white vinegar', 'fresh lemon rind', 'ground nutmeg']",930.2,2.1,0.4,0,11.2,237.9,12.1,215.9,6.9,NA,4 pints,"['Tie cinnamon stick and whole cloves in a cheesecloth spice bag.', 'Combine all ingredients in a large stainless or enamel saucepan.', 'Bring to a boil, cover and boil gently for about 75 minutes, stirring occasionally until thick.', 'Discard spice bag and ladle pie filling into clean hot jars leaving 1/2 inch head space.', 'Remove bubbles.', 'Process in a boiling water bath for 15 minutes at altitudes up to 1000 feet.']"
11502,Pizza Dough,17803,Charlotte J,40,20,60,7th Sep 2012,Make and share this Pizza Dough recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/50/2/picX0dsEb.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/50/2/picSOBQCI.jpg']",Breads,"['1', '1', '1', '1', '2', '2 1/2']","['dry yeast', 'water', 'sugar', 'salt', 'flour']",1463.8,31.9,4.2,0,2343.6,251.5,14.2,5,41,NA,1 crust,"['Mix together yeast, water, sugar, salt and oil until dissolved.', 'Add flour, kneading until smooth.', 'Cover and let rise 15 minutes.', 'Divide and stretch to fit 2 average sized pizza pans.', 'Bake at 375 degrees for 20-25 minutes .', 'Remove from oven add your favorite sauce and toppings then return to oven for 5-10 minutes.']"
11508,Tuna Melt Sandwiches,17721,jean1,15,10,25,8th Sep 2016,Little different way to serve Tuna Melts. The cheese makes its different and very good Kids like this. Fast and easy Lunch,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/50/8/picPKi5k5.jpg']",One Dish Meal,"['3/4', '3/4', '1', '1', '1/4', '1/8', '1/4', '6']","['celery', 'cheddar cheese', 'tuna', 'onion', 'mayonnaise', 'salt', 'butter', 'margarine']",292.2,15.6,8.7,45.9,431.3,22.9,1.3,3.5,14.5,6,NA,"['In a bowl, combine the first six ingredients.', 'Spread butter over cut sides of buns.', 'Spread tuna mixture on bun bottoms,replace tops.', 'Wrap in foil.', 'Bake at 350 for 15 minutes, or until the cheese is melted.']"
11510,Fire Balls,10404,Diana Adams,15,15,30,8th Sep 2014,This recipe is from Maggie Hennessey's book A taste of West Virgina: A book of favorite recipes. So many people were requesting recipes for canning cherry tomatoes that when I found this I wanted to share it. Let me know how it comes out-I think it looks very tasty.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/51/0/picK8D9pi.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/51/0/picmouUrp.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/51/0/picdX3OyA.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/51/0/picuItUHv.jpg']",Vegetable,"['14', '4', '4', '4', '4', '1', '1/2', '2']","['cherry tomatoes', 'garlic', 'celery', 'dill', 'water', 'pickling salt', 'white vinegar']",414.5,3.5,0.8,0,14291.3,72.9,20.4,46.9,15.3,NA,4 quarts,"['Pack 3 1/2 pounds of cherry tomatoes in each of the clean, hot jars.', 'To each quart jar add a clove of garlic, a celery stalk, a hot red pepper, and a head of dill.', 'Combine water, pickling salt and vinegar.', 'Boil.', 'Fill jars to 1/2 inch head space from top.', 'Process 10 minutes in boiling water bath.', 'Makes 4 quarts.']"
11514,Root Beer Jelly,10404,Diana Adams,10,3,13,8th Sep 2015,Make and share this Root Beer Jelly recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/51/4/U5gPYzOsSM2w3joMsbqP-IMGP0846.JPG', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/51/4/picF3ELcD.jpg']",Jellies,"['1', '3', '1/2', '1']","['sugar', 'water']",1216.2,0,0,0,20.8,313.9,0.9,312.5,0,NA,2 pints,"['Combine all ingredients except pectin.', 'Heat to boiling stirring to dissolve sugar.', 'Add pectin.', 'Stir constantly to bring to a boil and boil hard for 30 seconds.', 'Ladle into clean hot jars and process for 5 minutes in a boiling water bath canner.', '*Note-this came out of a 1935 cookbook and there was no processing time-just seal.', 'Go with the 5 minutes folks.', 'Also, you can use cola or cream soda if you like-they work best. Maybe even Dr. Pepper!']"
11516,Good Broccoli Casserole,17088,Bina n SC,35,15,50,8th Sep 2013,My mother shared this recipe with me. It's easy and a great vegetable side dish to serve company or anytime.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/51/6/picJyOty6.jpg']",Vegetable,"['2', '1', '3/4', '2', '1', '1', '1', '1/4 - 1/2', '1 1/2']","['broccoli', 'mayonnaise', 'eggs', 'Tabasco sauce', 'onion', 'cheddar cheese', 'butter', 'margarine']",259.3,15.2,7.8,76.8,775.8,21.6,3,3.5,10.6,8,NA,"['Combine first 6 ingredients.', 'Sprinkle cheddar cheese on top of broccoli mixture.', 'Combine crumbs and melted butter and sprinkle on top of cheese.', 'Bake 35 minutes in a pre-heated 350 degree oven.', 'This dish will serve 8.', 'Any leftovers are reheated very nicely in microwave.']"
11522,Kiwi Jam,10404,Diana Adams,20,10,30,8th Sep 2011,Make and share this Kiwi Jam recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/2/pic7Nd3U4.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/11522/6lF3Ybm2RAabS5idWKZO_15013469453941227790811.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/2/picdjTkCx.jpg']",Pineapple,"['3', '1', '1', '4']","['kiwi', 'sugar']",928.7,0.8,0.1,0,30.2,238.8,5.2,218,1.8,NA,4 half pints,"['Combine kiwi, pectin and pineapple juice in a large saucepan.', 'Bring to a boil stirring constantly.', 'Add sugar, stirring until disolved.', 'Return to a rolling boil.', 'Boil hard for 1 minute, stirring constantly.', 'Remove from heat-skim off foam.', 'Ladle into clean hot jars leaving 1/4 inch head space.', 'Process 10 minutes in a boiling water bath at altitudes up to 1000 feet.']"
11525,Cranberry Chutney,4470,Bergy,60,20,80,8th Sep 2015,"For your next Turkey, Ham or Chicken dinner try this instead of the usual canned cranberries. It can be addictive!","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/5/pic7sYcVt.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/5/picANVDSx.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/5/pic7XFQYq.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/5/pic2L76VG.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/5/picrgLsqG.jpg']",Chutneys,"['1', '1', '1', '1', '1/4', '2', '3', '1', '1/2', '1/2', '3', '2', '2', '1', '1/2']","['white vinegar', 'water', 'white sugar', 'dark brown sugar', 'fresh lemon juice', 'salt', 'cranberries', 'raisins', 'onion', 'garlic', 'cloves', 'celery seeds', 'ground ginger']",575.9,0.6,0.1,0,1196.7,146.3,5.2,128.8,2,NA,4 cups,"['In a saucepan combine; vinegar, water, white and brown sugar, lemon juice and salt.', 'Bring to a boil, stirring until the sugar has dissolved.', 'Add cranberries, raisins, candied peel, onions, garlic,cloves, celery seed, ginger and chillies.', 'Boil gently, stirring often, uncovered for 45 minutes.', 'Pour into hot sterilized jars,seal, hot water bath for 15 minutes, good for up to a year.', 'You can make this recipe put in jars and refrigerate for up to one week but if you want to keep it longer do the water bath.']"
11526,basilic tomato and egg,15385,stephanie,5,5,10,8th Sep 2017,Make and share this basilic tomato and egg recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/6/pic0HJjpV.jpg']",Breakfast,"['1', 'NA', 'NA', 'NA', 'NA', '2', 'NA', '2']","['tomatoes', 'olive oil', 'basil', 'pesto sauce', 'salt', 'white pepper', 'eggs', 'butter', 'basil leaves']",85.2,5.1,1.6,211.5,73.2,2.9,0.8,2,6.9,2,NA,"['cut the top of the tomato off.', 'gently squeeze the tomato to remove juice with the seeds, then chop in small pieces.', 'sauté tomato for a couple of minutes in olive oil and fresh basil (or pesto) add salt and pepper.', 'add eggs and some butter to the skillet and scramble.', 'divide egg mixture between 2 plates, garnish with a basil leave.']"
11527,BBQ Brats 'n Beer,4470,Bergy,25,10,35,8th Sep 2012,I made this recipe last night for the first time and they are good! This is great if you are having a gang in and want a &quot;do it yourself&quot; style dinner (whatever) have baked beans on the side.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/7/RP4vxiP9Qmiks7s1U4hV_bbq%20beer%20brats%20SITE-3.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/7/d7x1uoIMQffsrxNWjndw_bbq%20beer%20brats%20SITE-1.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/7/5ge22lXjSuOAmFD5uSeQ_bbq%20beer%20brats%20SITE-2.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/7/picGzRIeZ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/7/pic0FEC8l.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/52/7/pic6ltnIV.jpg']",Lunch/Snacks,"['6', '1', '1', '10', '4', '3', '6', 'NA', 'NA']","['lager beer', 'onion', 'whole black peppercorns', 'whole cloves', 'garlic cloves', 'sweet dark mustard']",1132.3,35.6,11.2,62.9,2477.5,157,8.9,3.3,38.6,6,6 sausages,"['Put the brats, onions, peppercorns, cloves, garlic in a saucepan, pour in the beer.', 'Bring to a boil and simmer the brats 15 minutes.', 'Drain (you can do this early in the day and then just have the BBQ step to do before serving).', 'BBQ the brats about 10 minutes.', 'Spray with water while BBQing to form a crisp skin.', 'Serve on the roll with mustard and hot peppers or other relish or serve them as your meat for dinner.']"
11531,Beef Jerky,10404,Diana Adams,3600,1440,5040,8th Sep 2012,Make and share this Beef Jerky recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/53/1/picfk7erV.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/53/1/picgQoeNE.jpg']",Lunch/Snacks,"['1', '1/2', '1', '2', '1', '1', '2']","['soy sauce', 'liquid smoke', 'garlic powder', 'black pepper', 'red pepper flakes', 'brown sugar']",25.1,0.1,0,0,1341.7,3.9,0.5,2.1,2.8,NA,NA,"['(you can adjust these amounts to your taste or add other spices).', 'Mix all ingredients together and marinate for 24 hours.', 'Drain.', 'Pat dry.', 'Dehydrate until done-24 to 36 hours, or so.']"
11535,Can't Get Any Easier Tuna Noodle Casserole,9441,Lisa Sorrell,10,1,11,8th Sep 2017,"I know, this isn't technically a &quot;casserole,&quot; but it tastes just as good and is ready to eat in just minutes. Great for those last minute, quickie lunches!","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/53/5/picylLuTw.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/53/5/picylLuTw.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/53/5/picdRSCVO.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/53/5/pickn0NnM.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/53/5/picGt2PSM.jpg']",One Dish Meal,"['4', '1', '1', '1/4', '1/4']","['light chunk tuna in water', 'carrot', 'peas']",178.1,4.2,1,29.8,436.5,22.8,1.4,1.8,12,6,NA,"['Cook noodles according to package directions and drain.', 'Add soup, tuna and veggies.', 'Serve immediately.', 'You can easily substitute your favorite veggies.']"
11538,Sweet Butternut Squash,17608,Miss Erin C.,60,10,70,8th Sep 2011,Make and share this Sweet Butternut Squash recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/53/8/pickIv9Ry.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/53/8/picWAFSZv.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/53/8/picvi0Zfu.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/53/8/11538.jpeg']",Vegetable,"['1', '1/2', '6']","['brown sugar', 'butter']",769.8,35.1,22,91.6,342.3,120.3,11.3,65.9,6.1,2,NA,"['Cut the squash in half and take out the seeds.', 'Bake at 350 for 30 minutes with the cut side down.', 'Turn over and put half of the sugar and half the butter in each squash, bake for 30 more minutes.', 'Salt and pepper if desired.']"
11543,Rosemary Buttermilk Muffins,16140,Norahs Girl,15,10,25,8th Sep 2015,Make and share this Rosemary Buttermilk Muffins recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/54/3/picYW3TGx.jpg']",Quick Breads,"['2', '2', '4', '1/2', '2', '1', '1/2', '1', '2']","['all-purpose flour', 'sugar', 'baking powder', 'baking soda', 'onions', 'dried rosemary', 'butter', 'buttermilk', 'parmesan cheese']",165.3,8.3,5.2,21.9,262.6,19.6,0.6,3.2,3.2,NA,12 Muffins,"['Preheat oven to 400F degrees (200c).', 'Spray 12 muffin cups.', 'In a large bowl, sift together flour, sugar, baking powder, baking soda, salt Stir in crushed rosemary.', 'Make a well in center of dry ingrediants; set aside.', 'In a medium bowl, whisk melted butter with the buttermilk and grated onion; beat thoroughly.', 'Pour into well of dry ingredients, stirring only until the flour is moistened.', 'Spoon batter into muffins cups.', 'Sprinkle tops with cheese.', 'Bake 15 minutes or until tops are golden brown.', 'Cool on wire rack.', 'Serve warm.']"
